article_title,honorific-prefix,name,honorific-suffix,image,smallimage,order,president,office,term_start,term_end,lieutenant,succeeding,predecessor,governor,successor,vicepresident,viceprimeminister,deputy,monarch,primeminister,taoiseach,chancellor,governor-general,order1,president1,office1,term_start1,term_end1,lieutenant1,succeeding1,predecessor1,governor1,successor1,vicepresident1,viceprimeminister1,deputy1,monarch1,primeminister1,taoiseach1,chancellor1,governor-general1,order2,office2,term_start2,term_end2,lieutenant2,succeeding2,predecessor2,president2,governor2,successor2,vicepresident2,viceprimeminister2,birthname,birth_date,birth_place,death_date,death_place,nationality,restingplace,restingplacecoordinates,party,otherparty,spouse,partner,relatives,children,parents,residence,alma_mater,occupation,allegiance,serviceyears,rank,branch,unit,battles,awards,laterwork,profession,signature,website,facebook,facebookpage,twitter,premier2,4namedata7,currentlyresides,honorific prefix,othername,relations,signature_size,order8,term_start3,term_start11,vicepresident6,primeminister6,predecessor7,term_label,office3,1namedata1,constituency1,order9,image_upright,networth,1blankname8,2,president11,2blankname7,body_discovered,military_data2,co-leader1,governor5,monuments,influences,criminal_charge,blank1,vicepresident5,education,Alma_mater,deathplace,parliamentarygroup,office5,term_end15,source,successor6,predecessor14,office6,military_blank4,alongside6,majority,constituency_MP4,notable,1blankname4,relation,alongside,vicepresident4,military_blank5,imagesi♫ze,term_start10,term_start5,placeofburial,filmfareawards,successor7,term_end11,1namedata7,termstart1,committees,portrayedby,imagesize,majority2,term_start6,module4,blank4,term_start12,resting_place_coordinates,termend1,constituency6,1,appointer2,birth_name,predecessor3,appointer,servicenumber,term_end8,order12,data5,monarch2,Commander4,president15,honorific_prefix,successor10,location,parliament3,1blankname1,deputy2,Term_start5,branch_label,order3,term_end9,president4,co-leader2,president8,predecessor15,Primeminister5,majority1,military_data1,parliamentarygroup1,parliament4,order4,successor12,succeeding4,native_name_lang,military_data3,president7,smallimage_alt,caption,predecessor6,alt,data1,commands,order5,successor11,term_end4,data4,3namedata7,1blankname6,governor3,year,alongside3,appointed,1blankname2,office14,4blankname7,term_end14,influenced,office12,predecessor11,profesion,military_data5,mother,mawards,1namedata6,battles_label,military_data4,years_active,office7,president6,constituency7,office4,date,term_start9,ambassador_from,command,predecessor9,parliamentarygroup2,2namedata7,1namedata5,successor9,term_end10,1namedata3,predecessor12,father,lieutenant8,1namedata2,prior_term,predecessor10,alongside5,term_start7,constituency8,term_end7,primeminister4,ethnicity,lieutenant3,successor13,military_blank2,family,majority3,deputy3,president9,data3,predecessor8,term_start15,deathdate,president5,death_cause,co-leader,order10,President5,native_name,religion,height,placeofburial_label,Succeeding5,office10,module2,1namedata8,citizenship,primeminister3,serviceyears_label,other_name,1blankname3,order14,president12,office11,term_end3,net_worth,governor_general,suboffice,constituency4,term_start8,resting_place,memorials,military_blank1,president3,salary,predecessor13,primeminister2,other_names,term_end13,honorific_suffix,nickname,constituency2,1namedata,successor3,blank3,criminal_penalty,3blankname7,subterm,1blankname7,placeofburial_coordinates,1blankname,blank5,constituency,constituency3,term_end6,term_end12,termstart3,module3,successor14,enteredservice,order7,primeminister5,order6,termstart2,term_start14,office9,successor4,vicepresident3,portfolio,constituency_MP3,image_size,module5,honorific suffix,successor8,lieutenant4,office8,predecessor5,term_label5,termend3,module,country,termend2,blank2,predecessor4,successor15,1blankname5,yearsactive,pronunciation,signature_alt,1namedata4,term_start13,state,term_start4,data2,office15,footnotes,rank_label,known_for,successor5,alongside2,succeeding5,succeeding3,term_end5,status,cabinet,Cicit,alongside4,military_blank3
Soemono,,,,,,ke-1,,Presidium Institut Teknologi Bandung,2 Maret 1959,1 November 1959,,,Periode FT & FIPIA UI Bandung,,Prof. Ir. R. O. Kosasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hindia Belanda,,Indonesia,Indonesia,,,,,,,,,,,Ir. - TH Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goenarso, Djoehana Wiradikarta, Soetedjo & Soemantri Brodjonegoro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof. Ir. R. Soemono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.M. Fatwa,Kapten KKO (Purn.),Andi Mappetahang Fatwa,,AM Fatwa.jpg,,,,Ketua Badan Kehormatan Dewan Perwakilan Daerah Republik Indonesia,27 Agustus 2012https://www.hukumonline.com/berita/a/kocok-ulang-pimpinan-alat-kelengkapan-dpd-lt503b6824302a2/,22 Agustus 2017,,,Aida Zulaika Nasution,,Mervin Sadipun Komber,,,,,,,,,,,Anggota Dewan Perwakilan Daerah Republik Indonesia,1 Oktober 2009,14 Desember 2017,,,,,Sabam Sirait,,,,,,,,,,Anggota Dewan Perwakilan Rakyat Republik Indonesia,1 Oktober 1999,30 September 2009,,,,,,,,,,1939 2 12,"Bone, Sulawesi Selatan, Hindia Belanda",2017 12 14 1939 2 12,"Jakarta, Indonesia",Indonesia,,,PAN,,Ny. Noenoeng Noerdjanah,,,1. Dian Islamiati2. Diah Sakinah3. Ikar Fatahillah4. Rijalulhaq5. M. Averus,,"Jakarta, Indonesia",Akademi Angkatan Laut (1960),TentaraPolitikus,,1960–1970,25px Kapten,25px TNI Angkatan Laut,KKO,,,,,,,,,,,,,,,,,,1 Oktober 2004,,,,,,Wakil Ketua Majelis Permusyawaratan Rakyat Republik Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ketua DPR,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.M. Fatwa sebagai anggota DPD RI,,,,,,,30 September 2004,,,,,,Aksa Mahmud & Mooryati Soedibyo,,,,,,,,,,,,,,,,,,,,Wakil Ketua Dewan Perwakilan RakyatBidang Kesejahteraan Rakyat,,,,,,,,,,,Hidayat Nur Wahid,,,,,,,,,,,,,,,,,,,,,,,,,Kanker hati,,,,,Islam,,,,,,,,,,,Ketua MPR,,,,30 September 2009,,,,,,Taman Makam Pahlawan Nasional Utama Kalibata,,,,,,,,,,A. M. Fatwa,DKI Jakarta (1999–2004)Jawa Barat V (2004–2009),Irman Gusman,,,,,,,,Ketua DPD,,,,,,,,,,,,,,,,Zaenal Ma'arif,,,,,,,,,,,,,,,,,Fatimah Achmad,,,,,,Akbar Tanjung,,,1 Oktober 1999,,,,,,,,,,,,,,Soetardjo SoerjogoeritnoKhofifah Indar ParawansaMuhaimin Iskandar,
Dewi Asmara,Hj.,Dewi Asmara,"S.H., M.H.",File:Anggota DPR Dewi Asmara.jpg,,,Megawati Soekarnoputri  Susilo Bambang Yudhoyono  Joko Widodo,Anggota Dewan Perwakilan Rakyat Republik Indonesia,1 Oktober 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961 6 29,"Jakarta, Indonesia",,,,,,Golkar,,Permadi Soemarahatianto,,,3,,,Universitas Indonesia  Universitas Padjadjaran,,,,,,,,,,,,,,,,,,,,,Oetojo Oesman (ayah),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jawa Barat IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Hasan,,Bob Hasan,,Bob Hasan.jpg,,ke-16,Soeharto,Menteri Perindustrian dan Perdagangan Indonesia,16 Maret 1998,21 Mei 1998,,,Tungki Ariwibowo,,Rahardi Ramelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931 2 24,"Semarang, Jawa Tengah, Hindia Belanda",2020 3 31 1931 2 24Bob Hasan Meninggal Dunia https://kumparan.com/kumparannews/bob-hasan-meninggal-dunia-1t8CebyU0WM  Kumparan 31 March 2020,Jakarta,Indonesia,,,,,Pertiwi Hasan,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Kian Seng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanker paru-paru,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahri Hamzah,,Fahri Hamzah,,File:KPU Fahri Hamzah.jpg,,,,,,,,,,,,,,,,,,,,,Susilo Bambang Yudhoyono  Joko Widodo,Wakil Ketua Dewan Perwakilan Rakyat  Bidang Kesejahteraan Rakyat,2 Oktober 2014,1 Oktober 2019,,,Taufik Kurniawan,,Muhaimin Iskandar,,,,,,,,,,,,,,,,,,,,,,1971 11 10 y,"Utan, Sumbawa, Nusa Tenggara Barat, Indonesia",,,,,,PKS 2020 (2004–2016)Gelora (2019–),,,,,,,,Universitas Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Setya NovantoAde KomarudinBambang Soesatyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ketua DPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H. Hamzah Ahmadhttps://nasional.okezone.com/read/2020/07/23/337/2250852/ayahanda-wafat-fahri-hamzah-unggah-kenangan-terakhir-bersama-sang-ayah  Salinan arsip  2020-08-05  2023-02-07  https://web.archive.org/web/20230207091457/https://nasional.okezone.com/read/2020/07/23/337/2250852/ayahanda-wafat-fahri-hamzah-unggah-kenangan-terakhir-bersama-sang-ayah  no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bambang Soegeng,,Bambang Soegeng,,Djenderal Major Bambang Sugeng.png,,ke-3,Soekarno,Kepala Staf TNI Angkatan Darat,22 Desember 1952,8 Mei 1955,,,Abdul Haris Nasution,,Zulkifli Lubis,,,,,WilopoAli Sastroamidjojo,,,,,,,,,,,,,,,,,,,,,,ke-4,Daftar Duta Besar Indonesia untuk Takhta SuciDuta Besar Indonesia untuk Takhta Suci/Vatikan,,,,,Jahja daeg,Soekarno,,Busono Darusman,,,,1913 10 31,"Tegalrejo, Magelang, Jawa Tengah",1977 6 22 1913 10 31,Jakarta,,,,,,{Ny. Sukemi (1936–1946)Ny. Istiyah,,,6,,,,,Kekaisaran Jepang (1943–1945)Indonesia (1945–1955),1943–1955,25px|  Letnan Jenderal TNI (Kehormatan),25px TNI Angkatan Darat,Infanteri,"Revolusi Nasional Indonesia
Serangan Umum 1 Maret 1949",,,Tentara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,10001Dinas Sejarah TNI AD 2011 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali SastroamidjojoDjuanda Kartawidjaja,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdul Azis Saleh,,,,"Kol. Abdul Azis Saleh at Djuanda Cabinet, 1957.jpg",,,Soekarno,Menteri Koordinator Kompartemen Perindustrian Rakyat Indonesia,6 Maret 1962,28 Maret 1966,,,Soeharto,,M. Jusuf  Hadi Thayeb,,,,,,,,,ke-7,Soekarno,Daftar Menteri Perindustrian IndonesiaMenteri Perindustrian Kerajinan Indonesia,27 Agustus 1964,22 Februari 1966,,,Tidak ada,,Hadi Thayeb,,,,,,,,,ke-12,Menteri Pertanian Indonesia,10 Juli 1959,6 Maret 1962,,,Sadjarwo,Soekarno,,Sadjarwo,,,,1914 9 20,"Belanda Boyolali, Jawa Tengah, Indonesia",2001 4 3 1914 9 20,"Indonesia Jakarta, Indonesia",Indonesia,,,IPKI,,,,,,,,,,Indonesia,,25px Mayor Jenderal TNI,25px TNI Angkatan Darat,Kesehatan (CKM),,,,,,,,,,,,,,,,,,9 April 1957,,,,,,Menteri Kesehatan Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolonel Abdul Azis Saleh (1957),,,,,,,,,,,,Handrianus Sinaga,,,,,,,,,,,,,,,,,ke-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,10 Juli 1959,,,,,,,,,Soekarno,,,,,,,,,,Satrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indriyanto Seno Adji,,Indriyanto Seno Adji,,Indriyanto Seno Adji.gif,,,Joko Widodo,Anggota Dewan Pengawas Komisi Pemberantasan Korupsi,28 April 2021,petahana,,,Artidjo Alkostarhttps://news.detik.com/berita/d-5549245/indriyanto-seno-adji-gantikan-artidjo-alkostar-jadi-anggota-dewas-kpk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wakil Ketua Komisi Pemberantasan Korupsi Pelaksana Tugas,20 Februari 2015,20 Desember 2015,,,Busyro Muqoddas,,,Agus RahardjoBasaria PanjaitanAlexander MarwataSaut SitumorangLaode Muhammad Syarif,,,,1957 11 11,"Jakarta, Indonesia",,,Indonesia,,,,,,,,,"Oemar Seno Adji (ayah)Artikel:""Plt Pimpinan KPK Indriyanto Seno Adji, Guru Besar UI yang Pernah Bela Soeharto"" di Kompas.com",,Universitas Indonesia,"Advokat, akademisi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tumpak Hatorangan Panggabean (ketua), Syamsuddin Haris, Harjono, dan Albertina Ho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof. Dr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joko Widodo,,,,,,"S.H., M.H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taufiequrachman Ruki, Zulkarnain, Johan Budi, dan Adnan Pandu Praja",,,,,,,,
Mahfud MD,,,,"Mahfud MD, Candidate for Vice President of Indonesia 2024.jpg",,ke-14,Joko Widodo,"Daftar Menteri Koordinator Bidang Politik, Hukum, dan Keamanan IndonesiaMenteri Koordinator Politik, Hukum, dan Keamanan Indonesia",23 Oktober 2019,1 Februari 2024,,,Wiranto,,Hadi TjahjantoTito Karnavian(plt.),,,,,,,,,,,,,,,,,,,,,,,,,,,,Pelaksana Tugas Menteri Komunikasi dan Informatika Indonesia,19 Mei 2023,17 Juli 2023,,,Johnny G. Plate,Joko Widodo,,Budi Arie Setiadi,,,Mohammad Mahfud,1957 5 13 y,"Omben, Sampang, Indonesia",,,,,,Independen,PKB (1998–2009),Zaizatun Nihajati 2 October 1982,,,3,Mahmodin (ayah) Siti Khadijah (ibu),,Universitas Islam Indonesia Universitas Gadjah Mada,Akademikus hakim politikus aktivis Islam,,,,,,,,,,,,,,,,,,,,Firman Syah Ali (keponakan)Siti Marwiyah (saudari),,,16 Juli 2022,,,,,,Pelaksana Tugas Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Indonesia,,,,,,,,,,,,,,,,,,,Hukum ilmu politik,,,,Daftar Menteri Hukum dan Hak Asasi Manusia IndonesiaMenteri Kehakiman dan Hak Asasi Manusia Indonesia,,,Agum Gumelar,,Menteri Pertahanan Indonesia,,,,,,,,,,,,,20 Juli 2001,,,Ahmad Mubasyir Mahfudhttps://news.detik.com/berita/d-1041884/pengganti-max-moein-agus-condro-mahfud-md-dilantik,,,,,,,,26 Agustus 2000,,,,,,,,,,Tito Karnavian (ad interim),,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-2,,,,,,,"Potret sebagai Calon Wakil Presiden Republik Indonesia 2024, November 2023",Juwono Sudarsono,,,,ke-24,,1 April 2013,,,,,,,,,,,,,,,,,,,,,,,Anggota Dewan Perwakilan Rakyat Republik Indonesia,Abdurrahman Wahid,Jawa Timur X,Ketua Mahkamah Konstitusi Republik Indonesia,,,,,,,,,,,,,,,,,,,1 Oktober 2004,,31 Maret 2008,,,,,,,,,,,,,,Abdurrahman Wahid,,,,,,,,,,,,,,,,,,,,,"7 September 2022(ad interim: 24 Juni – 3 Juli 2022)https://jabar.antaranews.com/berita/390521/tjahjo-kumolo-sakit-mahfud-md-sebagai-menpan-rb-ad-interim Tjahjo Kumolo sakit, Mahfud MD sebagai Menpan RB ad interim Fransiska Ninditya Zaenal A. AntaraNews.com 27 Juni 2022 2023-06-21",,,,,,,,,Joko Widodo,,,,,,,,,,Abdullah Azwar Anas,,,,,,,,,,,20 Juli 2001,,,,,,,,ke-21,,,,Akil Mochtar,,,,,,,,,,Marsilam Simanjuntak,,,,,,,Jimly Asshiddiqie,,,,,,,,,19 Agustus 2008,,,,,,Yusril Ihza Mahendra,,,,23 Juli 2001,,,,,
Subagyo Hadi Siswoyo,,,,Jenderal TNI Subagyo Hadi Siswoyo.jpg,,,Joko Widodo,Anggota Dewan Pertimbangan Presiden,19 Januari 2015,20 Oktober 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-20,Kepala Staf TNI Angkatan Darat,16 Februari 1998,20 November 1999,,,Wiranto,Soeharto Bacharuddin Jusuf Habibie Abdurrahman Wahid,,Tyasno Sudarto,,,,1946 6 12,"Piyungan, Bantul, Yogyakarta, Republik Indonesia",,,,,,Hanura,,,,,Agus Isrok Mikroj,,,AKABRI (1970),"Tentara, Politikus",Indonesia,1970—1999,25px Jenderal TNI,25px TNI Angkatan Darat,Operasi Seroja,,,,,Sign Subagyo Hadi Siswoyo.png,,,,,,,,,,,,,September 1994,,,,,,Komandan Jenderal Komando Pasukan Khusus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,Agum Gumelar,,23317,,,,,,,,,,,,,,,ke-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sukiyah,,,,,,,,,,,,,,,,,,,,,,Yakub Hadi Siswoyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,1 Desember 1995,,,,,,,,,,,,,,,,,,Sri Adiningsih,Prabowo Subianto,,,,,,,Ketua Dewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soedjono Djoened Poesponegoro,Prof. Dr.,Soedjono Djoened Poesponegoro,,Anggota Kabinet Dwikora - (bag. 7) - Soedjono Djoened Pusponegoro.jpg,,,,Direktur Organisasi Menteri Pendidikan Asia Tenggara ke-6,8 Februari 1972,7 Februari 1975,,,Vitaliano Bernardino,,Netr Khemayodhin,,,,,,,,,Ke-1,Soekarno,Menteri Urusan Research Nasional,6 Maret 1962,22 Februari 1966,,,Tidak ada,,Suhadi Reksowardojo,,,,,,,,,ke-4,Rektor Universitas IndonesiaKetua Presidium Universitas Indonesia,Maret 1958,Maret 1962,,,Bahder Djohan,,,Syarief Thayeb,,,,1908 6 14,"Wiradesa, Pekalongan, Hindia Belanda",1986 11 24 1908 6 14Soedjono dan Sarwono Pahlawan Para Ilmuwan,,Indonesia,,,,,,,,,,,Geneeskundige Hoogeschool te BataviaUniversitas Leiden,Akademisi,,,,,,,,,Dokter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismail Saleh,,,,Ismail Saleh.jpg,,ke-19,Soeharto,Menteri Kehakiman Indonesia,30 Mei 1984,17 Maret 1993,,,Ali Said,,Oetojo Oesman,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-10,Jaksa Agung Republik Indonesia,18 Februari 1981,30 Mei 1984,,,Ali Said,Soeharto,,Hari Suharto,,,,1926 9 7,"Sukolilo, Pati, Jawa Tengah, Hindia Belanda",2008 10 21 1926 9 7 y,"Jakarta, Indonesia",Indonesia,,,,,,,,,,,,,Indonesia,,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denny Indrayana,,Denny Indrayana,,File:KPU Denny Indrayana.jpg,,ke-3,Susilo Bambang Yudhoyono,Wakil Menteri Hukum dan Hak Asasi Manusia,19 Oktober 2011,20 Oktober 2014,,,Kasman Singodimedjo,,Edward Omar Sharif Hiariej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972 12 11,"Kotabaru, Kalimantan Selatan, Indonesia",,,,,,Demokrat (sejak 2023),,,,,,,,,"Aktivis, akademisi, dan advokat di Indonesia dan Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmoko,,,,"Harmoko, The DPR-RI Stance on the Reform Process and the Resignation of President Soeharto, p39.jpg",,,,,,,,,,,,,,,,,,,,ke-10,SoehartoBacharuddin Jusuf Habibie,Ketua Majelis Permusyawaratan Rakyat Republik Indonesia,1 Oktober 1997,30 September 1999,,,Wahono,,Amien Rais,,,,,,,,,ke-12,Ketua Dewan Perwakilan Rakyat Republik Indonesia,1 Oktober 1997,30 September 1999,,,Wahono,SoehartoBacharuddin Jusuf Habibie,,Akbar Tandjung,,,,1939 2 7,"Patianrowo, Nganjuk, Jawa Timur, Hindia Belanda",2021 7 04 1939 2 7,"Rumah Sakit Pusat Angkatan Darat Gatot Soebroto, Jakarta, Indonesia",,,,Partai Golongan Karya 1977 - 2007,Partai Kerakyatan Nasional (2007–2008),Sri Romadhiyati 1972 2021 d.,,,,,"Jalan Taman Patra XII, Setiabudi, Jakarta",,,,,,,,,,,Wartawan  Politikus,,,,,,,,,,,,,,19 Maret 1983,,,,,,Menteri Penerangan Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Moertopo,,,,,,,,,,,,,,,,,ke-22,,,,,,,,,,,ke-6,,,,,,,"Potret sebagai Ketua Dewan Perwakilan Rakyat, 1997",,,,,,,11 Juli 1998,,,,,,,,,,,,,,,,,Soeriptinah,,,,,,,,,Ketua Umum Golongan Karya,,,,,,,,,,,,,Asmoprawirohttps://majalah.tempo.co/read/album/28778/meninggal-dunia Meninggal dunia Tempo.co 5 Juli 2021 10 Desember 1988 Administrator id 2022-04-19 https://web.archive.org/web/20220419175849/https://majalah.tempo.co/read/album/28778/meninggal-dunia no,,,,,,,,,,,,,,,,,,,,,,,COVID-19,,,,,Islam,,,,,,,,,,,,,,,16 Maret 1997,,,,,,"Taman Makam Pahlawan Kalibata, Jakartahttps://news.detik.com/berita/d-5631079/harmoko-menteri-penerangan-era-soeharto-meninggal-dunia https://web.archive.org/web/20230406193513/https://news.detik.com/berita/d-5631079/harmoko-menteri-penerangan-era-soeharto-meninggal-dunia  2023-04-06 ?",,,Soeharto,,,,,,,,,,R. Hartono,,,,,,,,,,,,,,,,,,,,,,,Akbar Tandjung,,,,,,,,,,,,,,,,,Wahono,,,,,,,,,24 Oktober 1993,,,,,,,,,,,,,,,
Marzuki Darusman,,Marzuki Darusman,,File:United Nations' Independent International Fact-finding Mission on Myanmar chairperson Marzuki Darusman.jpg,,,Abdurrahman Wahid,Sekretaris Kabinet Republik Indonesia ke-12,5 Juli 2001,23 Juli 2001,,,Marsillam Simanjuntak,,Bambang Kesowo,,,,,,,,,,,Jaksa Agung Republik Indonesia ke-16,29 Oktober 1999,1 Juni 2001,,,Andi Muhammad GhalibIsmudjoko (Plt.),,Baharuddin Lopa,,,,,,,,,,Anggota Dewan Perwakilan Rakyat,1 Oktober 2004,30 September 2009,,,,,,,,,,1945 1 26,"Bogor, Jawa Barat, Indonesia",,,Indonesia,,,Golkar,,,,,,,,Universitas Katolik Parahyangan,Pengacara,,,,,,,,,,,,,,,,,,,,,,,1 Oktober 1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darusman berbicara pada konferensi PBB di Jenewa pada tahun 2018.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 September 1997,,,,,,,,,,,,,,,,,Nusa Tenggara Barat,,,,,,,,,,,,Jawa Barat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
