Title,Properties
Djakarta 1966,"{{Infobox Film
|movie_name     = Djakarta 1966
|image          = 
|size           = 230px
|caption        = 
|director       = [[Arifin C. Noer]]<br/>[[A. Nugraha]]
|producer       = [[G. Dwipayana]]
|eproducer      = 
|aproducer      = 
|writer         = Arifin C. Noer<br />[[Bur Rasuanto]]
|starring       = {{plainlist|
*[[Amoroso Katamsi]]
*[[Umar Kayam]]
*[[A. Nugraha]]
*[[Cok Simbara]]
*[[Ikranagara]]
*[[Jajang C. Noer]]
*[[Piet Pagau]] 
*[[Rachmat Kartolo]]
*[[Pujiono Surya Triono]]
*[[Ratna Riantiarno]] 
*[[Tizar Purbaya]]
}}
|music          = [[Embie C. Noer]]
|cinematography = [[Hasan Basri Jafar]]
|editing        = [[Norman Benny]]
|distributor    = 
|studio         = [[PPFN]]
|release_date   = [[Maret]] [[1989]]
|runtime        = 135 menit
|country        = {{negara|Indonesia}} [[Indonesia]]
|awards         = 
|movie_language = [[Bahasa Indonesia]]
|budget         = 
|gross          = 	
|preceded_by    = ''[[Operasi Trisula (film)|Operasi Trisula]]''
|followed_by    = 
|amg_id         = 
|imdb_id        = 
}}"
Monumen Pahlawan Revolusi,
Tragedi Trisakti,"{{Infobox civilian attack
| title            = Tragedi Trisakti
| partof           = [[Kerusuhan Mei 1998]]
| image            = Trisakti shooting schematics.png
| image_size       = 300px
| caption          = Garis besar situasi di [[Universitas Trisakti]] selama penembakan
| location         = [[Jakarta]], Indonesia
| target           = Mahasiswa di [[Universitas Trisakti]]
| date             = {{start date and age|1998|05|12|df=y}}
| coordinates      = {{Coord|-6.1675|106.79|type:event_region:ID|display=it}}
| time             = 
| timezone         = 
| fatalities       = [[Elang Mulia Lesmana]]<br>[[Heri Hertanto]]<br>[[Hafidin Royan]]<br>[[Hendriawan Sie]]
| injuries         = 15
| perp             = [[Tentara Nasional Indonesia Angkatan Darat]]
}}"
Soekiman Wirjosandjojo,"{{Infobox PM
|name        = Soekiman Wirjosandjojo
|image       = Sukiman Wirjosandjojo, Departemen Dalam Negeri dari Masa ke Masa, p59.jpg
|office      = Perdana Menteri Indonesia 
|order       = ke-6
|term_start  = 27 April 1951
|term_end    = 1 April 1952 
|president   = [[Soekarno]]
|predecessor = [[Mohammad Natsir]] 
|successor   = [[Wilopo]]
|viceprimeminister=[[Suwiryo]]
|office3     = Menteri Dalam Negeri Indonesia
|order3      = ke-6
|term_start3 = 29 Januari 1948
|term_end3   = 4 Agustus 1949
|president3  = [[Soekarno]]
|predecessor3= [[Mohammad Roem]] 
|successor3  = [[Wongsonegoro]]
|birth_date  = {{birth date|1898|6|19}}
|birth_place = [[Surakarta]], [[Hindia Belanda]]
|death_date  = {{death date and age|1974|7|23|1898|6|19}}
|death_place = [[Yogyakarta]], Indonesia
|nationality = <!-- Hanya untuk warga negara asing -->
|party       = {{Parpolicon|Masyumi}} ([[Partai Masyumi (1945)|Masyumi]])
|spouse      = Kustami  
|children    = <!-- Kolom ini diisi hanya jumlah anak; hanya nama anak yang secara independen sudah terkenal atau telah memiliki artikelnya di Wikipedia; bila ada rujukan/referensi, uraikan pada artikel -->3
|profession  = [[Politikus]] 
}}"
Normalisasi Kehidupan Kampus/Badan Koordinasi Kemahasiswaan,
Oetojo Oesman,"{{Infobox Officeholder
|name               = {{PAGENAME}}
|image              = Sixth Development Cabinet Poster (Oetojo Oesman).jpg
|imagesize          = 
|caption            = 
|office             = Menteri Kehakiman Indonesia
|order              = ke-20
|term_start         = 17 Maret 1993
|term_end           = 16 Maret 1998
|succeeding         = 
|president          = [[Soeharto]] 
|predecessor        = [[Ismail Saleh]]
|successor          = [[Muladi]]
|birth_date         = {{Birth date and age|1935|6|3|mf=y}}
|birth_place        =  [[Batavia]], [[Hindia Belanda]]
|death_date         = 
|death_place        = 
|nationality        = [[Indonesia]]
|party              = 
|spouse             = 
|relations          = 
|children           = [[Dewi Asmara]]
|alma_mater         = [[Universitas Indonesia]]
|occupation         = 
|profession         = Menteri
|religion           = [[Islam]]
|signature          = 
|website            = 
|footnotes          = 
}}"
Soeharto Sastrosoeyoso,"{{Infobox Officeholder
| honorific-prefix    = 
| name                = Soeharto Sastrosoeyoso
| image               = Soeharto Sastrosoeyoso.jpg
| imagesize           = 
| caption             = 
| office              = [[Daftar Menteri Perencanaan Pembangunan Nasional Indonesia|Menteri Koordinator Urusan Perencanaan Pembangunan Nasional]] ke-1
| order               = 
| term_start          = 13 November 1963
| term_end            = 21 Februari 1966
| president           = [[Soekarno]]
| predecessor         = ''tidak ada, jabatan baru''
| successor           = [[Soemarno (ekonom)|Soemarno]]
| term_start1         = 31 Maret 1966
| term_end1           = 25 Juli 1966
| predecessor1        = [[Soemarno (ekonom)|Soemarno]]
| successor1          = [[Sunawar Sukowati]]
| office3             = Menteri Urusan Penerbitan Bank dan Modal Swasta
| order3              = 
| president3          = [[Soekarno]]
| term_start3         = 23 November 1963
| term_end3           = 1 Agustus 1964
| predecessor3        = ''tidak ada, jabatan baru''
| successor3          = Jan Daniel Massie
| office4             = Daftar Menteri Perdagangan Indonesia {{!}} Menteri Perdagangan
| order4              = ke-15
| president4          = [[Soekarno]]
| term_start4         = 8 Maret 1962
| term_end4           = 13 November 1963
| predecessor4        = [[Arifin Harahap]]
| successor4          = [[Adam Malik]]
| office5             = [[Daftar Menteri Perindustrian Indonesia|Menteri Muda/Menteri Perindustrian Rakyat]] ke-5
| order5              = 
| president5          = [[Soekarno]]
| term_start5         = 13 Juli 1959
| term_end5           = 5 Maret 1962
| predecessor5        = [[F.J. Inkiwang]]
| successor5          = [[Abdul Azis Saleh]]
| birth_date          = {{birth date|1908|12|24}}
| birth_place         = [[Tegalgondo, Wonosari, Klaten|Tegalgondo, Wonosari]], [[Kabupaten Klaten|Klaten]], [[Kasunanan Surakarta]], [[Keresidenan Surakarta]], [[Hindia Belanda]]
| death_date          = {{death date and age|2000|11|30|1908|12|24}}
| death_place         = [[Jakarta]], [[Indonesia]]
| nationality         = [[Indonesia]]
| party               = 
| spouse              = R. Ay. Sinta Lente Tejasukmana
| children            = 
| residence           = 
| alma_mater          = [[Sekolah Tinggi Kedokteran Jakarta]]
| occupation          = Dokter, Politisi
| religion            = 
| relations           = [[Mimi Mariani]] (menantu)
}}"
Berkas:Kamp Moncongloe2.jpg,
Daoed Joesoef,"{{Infobox Officeholder
|honorific-prefix = 
|name             = {{PAGENAME}}
|image            = Daoed Joesoef portrait.jpg
|imagesize        = 
|caption          = 
|office1          = Menteri Pendidikan dan Kebudayaan Indonesia
|order1           = Ke-17
|term_start1      = 29 Maret 1978
|term_end1        = 19 Maret 1983
|president1       = [[Soeharto]]
|predecessor1     = [[Syarief Thayeb]]
|successor1       = [[Nugroho Notosusanto]]
|birth_date       = {{birth date|1926|8|8|df=y}}
|birth_place      =  [[Medan]], [[Hindia Belanda]]
|death_date       = {{death date and age|2018|1|23|1926|8|8|}}
|death_place      = [[Jakarta]], [[Indonesia]]
|party            = 
|spouse           = Sri Sulastri
|children         = Sri Sulaksmi Damayanti
|residence        = 
|alma_mater       = 
|occupation       = 
|religion         = [[Islam]]
}}"
Haryono Suyono,"{{Infobox Officeholder
|honorific-prefix = [[Profesor|Prof.]], [[Doktor|Dr.]]
|name             = Haryono Suyono
|honorific-suffix = [[MA|M.A]], [[Ph.D.]]
|image            = Sixth Development Cabinet Poster (Haryono Suyono).jpg
|imagesize        = 
|caption          = 
|office3           = [[Persatuan Wredatama Republik Indonesia|Ketua Umum Persatuan Wredatama Republik Indonesia]]
|order3            = 
|term_start3       = 30 Januari 2011
|term_end3         = 21 Oktober 2021
|president3        =
|predecessor3      = Ruchadi
|successor3        = [[Marzuki Usman]]
|office          = Menteri Negara Koordinator Bidang Kesejahteraan Rakyat dan Pengentasan Kemiskinan Indonesia
|order            = ke-9
|term_start       = 16 Maret 1998
|term_end         = 20 Oktober 1999
|president        = [[Soeharto]]<br  />[[B. J. Habibie]]
|predecessor      = [[Azwar Anas]]
|successor        = [[Hamzah Haz]]
|birth_date       = {{birth date and age|1938|5|6}}
|birth_place      =  [[Kabupaten Pacitan|Pacitan]], [[Jawa Timur]], [[Hindia Belanda]]
|death_date       = 
|death_place      = 
|party            = 
|spouse           = Astuti Hasinah
|children         = Ria Indrastuti{{br}}Dewi Pujiastuti{{br}}Fajar Wiryono{{br}}dan Rina Mardiana (1968)
|residence        = 
|alma_mater       = {{ubl|[[SMA Negeri 4 Yogyakarta]]|[[Universitas Gajah Mada]]|[[Politeknik Statistika STIS|Akademi llmu Statistik]]|[[Universitas Chicago|University of Chicago]]}}
|occupation       = Pengusaha <br/> Menteri
|blank1 = Agama
|data1         = [[Islam]]
}}"
Joop Ave,"{{Infobox Officeholder
|name               = Joop Ave
|image              = Sixth Development Cabinet Poster (Joop Ave).jpg
|imagesize          =
|caption            = 
|office             = Menteri Pariwisata, Pos, dan Telekomunikasi Indonesia
|order              = ke-4
|president          = [[Soeharto]]
|term_start         = 17 Maret 1993
|term_end           = 16 Maret 1998 	 
|predecessor        = [[Soesilo Soedarman]]
|successor          = [[Abdul Latief (pengusaha)|Abdul Latief]] 
|birth_date         = {{Birth date|1934|12|5}}
|birth_place        = [[Kota Yogyakarta|Yogyakarta]], [[Hindia Belanda]]
|death_date         = {{Death date and age|2014|2|5|1934|12|5}}
|death_place        = [[Singapura]]
|nationality        = [[Indonesia]]
|party              = Non partisipan
|spouse             = 
|relations          = 
|children           = 
|alma_mater         = 
|occupation         = [[Politikus]]
|profession         = 
|religion           = 
|signature          = 
|website            = 
|footnotes          = 
}}"
Ki Hadjar Dewantara,"{{Infobox Officeholder
| honorific-prefix    = 
| name                = Ki Hadjar Dewantara
| image               = Ki Hadjar Dewantara Mimbar Umum 18 October 1949 p2.jpg
| imagesize           = 
| caption             = Ki Hadjar Dewantara
| office1             = Indonesia{{!}}Menteri Pengajaran Indonesia
| order1              = ke-1
| term_start1         = 2 September 1945
| term_end1           = 14 November 1945
| president1          = [[Soekarno]]
| predecessor1        = ''Tidak ada, jabatan baru''
| successor1          = [[Todung Sutan Gunung Mulia]]
| birth_date          = {{birth date|1889|5|2|df=y}}
| birth_place         = [[Pakualaman]], [[Hindia Belanda]]
| death_date          = {{death date and age|1959|4|26|1889|5|2|df=y}}
| death_place         = [[Yogyakarta]], [[Indonesia]]
| party               = [[Insulinde]], [[Boedi Oetomo]]
| children            = [[Bambang Sokawati Dewantara]], [[Asti Wandansari]], [[Ratih Tarbiyah]], [[Syailendra Wijaya]], [[Sudiro Ali Murtolo]] & [[Subroto Aria Mataram]]
| spouse              = [[Nyi Hajar Dewantara]]
| nationality         = [[Orang Indonesia|Indonesia]]
| residence           = [[Pakualaman]], [[Yogyakarta]], [[Jawa Tengah]]
| alma_mater          = [[Europeesche Lagere School]], [[STOVIA]] (tidak sampai lulus karena sakit)
| occupation          = aktivis, politisi, kolumnis, wartawan
| known_for           = Bapak Pendidikan Nasional, Pahlawan Revolusi Kemerdekaan, Menteri Pengajaran Indonesia, Aktivis Pergerakan Kemerdekaan Indonesia, Pendiri Taman  Siswa, Pelopor Pendidikan bagi Kaum Bumiputra.
| signature           = Ki Hajar Dewantara signature.svg
| native_name         = (Raden Mas Soewardi Soerjaningrat)
}}"
G.A. Siwabessy,"{{Infobox officeholder
 | honorific_prefix   = [[Profesor|Prof.]] [[Dokter|dr.]]
 | image              = G. A. Siwabessy, Menkes - Anggota Kabinet Pembangunan II.jpg
 | image_size         = 200px
 | alt                = Portret Resmi pada tahun 1973
 | caption            = Portret Resmi, 1973
 | order              = ke-9 
 | office             = Kementerian Kesehatan Indonesia{{!}}Menteri Kesehatan
 | term_start         = 25 Juli 1966
 | term_end           = 29 Maret 1978
 | president          = [[Soekarno]]<br>[[Soeharto]]
 | predecessor        = [[Satrio]]
 | successor          = [[Suwardjono Surjaningrat]]
 | birth_date         = {{Birth date|1914|8|19|df=yes}}
 | birth_place        = [[Ullath, Saparua Timur, Maluku Tengah]], [[Hindia Belanda]]
 | death_date         = {{Death date and age|1982|11|11|1914|8|19|df=yes}}
 | death_place        = [[Daerah Khusus Ibukota Jakarta|Jakarta]], Indonesia
 | party              = [[Independen (politikus)|Independen]]
 | alma_mater         = 
 | occupation         = Ilmuwan, dokter, Politikus
 | religion           = [[Kristen Protestan]]
 | father             = Enoch Siwabessy 
 | mother             = Naatje Manuhutu
}}"
Harsono Tjokroaminoto,"{{Infobox Officeholder
|honorific-prefix = 
|name = {{PAGENAME}}
|image = Harsono Tjokroaminoto, Pekan Buku Indonesia 1954, p247.jpg
|imagesize          = 
|caption            = 
|ambassador_from   = Indonesia
|country           = Swiss
|term_start        = [[Maret]] [[1972]]
|term_end          = [[Maret]] [[1975]]
|president          =[[Soeharto]]
|predecessor        = Mappa Oudang
|successor          = Tjokorde Ngurah Will Sukawati
|office1             = Menteri Negara Bidang Penyempurnaan dan Pembersihan Aparatur Negara Indonesia
|order1              =ke-1
|term_start1         = 10 Juni 1968
|term_end1           = 11 September 1971
|president1          =[[Soeharto]]
|predecessor1        = ''Tidak Ada''
|successor1          = [[Emil Salim]]
|office2            = Wakil Perdana Menteri Indonesia
|order2             = ke-9
|premier2           = [[Burhanuddin Harahap]]
|co-leader2         = [[Djanoe Ismadi]]
|term_start2        = 12 Agustus 1955
|term_end2          = 24 Maret 1956
|succeeding2        = 
|president2         = [[Soekarno]]
|predecessor2       = [[Zainul Arifin]]<br/>[[Wongsonegoro]]
|successor2         = [[Mohamad Roem]]<br /> [[Idham Chalid]]
|birth_date = {{birth date|1912|4|24}}
|birth_place = [[Madiun]], [[Hindia Belanda]]
|death_date = {{death date and age|1992|4|22|1912|4|24}}
|death_place = [[Jakarta]], [[Indonesia]]
|party = [[Partai Syarikat Islam Indonesia|PSII]]
|father = [[Oemar Said Tjokroaminoto|H.O.S. Tjokroaminoto]]
|relatives =  {{unbulleted list|[[Siti Oetari]] (kakak)|[[Anwar Tjokroaminoto]] (kakak)}} <br> [[Mohamad Suleman Hidayat| M.S. Hidayat]] (menantu)
|spouse = 
|children = 
|residence = 
|alma_mater = 
|occupation = 
}}"
Soedjatmoko,"{{Infobox person
|honorific_prefix          = <small>[[Doktor kehormatan|Dr. (H.C.)]]</small>
|name                      = Soedjatmoko
|image                     = Soedjatmoko, Duta Besar RI untuk Amerika Serikat.jpg
|image_size                = 
|caption                   = Soedjatmoko pada tahun 1978
|birth_name                = Soedjatmoko Mangoendiningrat
|birth_date                = 10 Januari 1922
|birth_place               = [[Berkas:Flag of the Netherlands.svg|tepi|link=Hindia Belanda|17px]] [[Kota Sawahlunto]], [[Sumatera Barat]], [[Hindia Belanda]]
|death_date                = {{Death date and age|1989|12|21|1922|01|10}}
|death_place               = [[Berkas:Flag of Indonesia.svg|tepi|link=Indonesia|17px]] [[Yogyakarta]], [[Indonesia]]
|death_cause               = 
|body_discovered           = 
|resting_place             = 
|resting_place_coordinates = <!-- {{Coord|LAT|LONG|type:landmark|display=inline}} -->
|monuments                 = 
|residence                 = 
|nationality               = 
|other_names               = 
|ethnicity                 = <!-- Ethnicity should be supported with a citation from a reliable source -->
|citizenship               = [[Berkas:Flag of Indonesia.svg|tepi|link=Indonesia|17px]] Indonesia
|education                 = 
|alma_mater                = 
|occupation                = Diplomat, akademisi
|years_active              = 
|employer                  = 
|known_for                 = 
|notable_works             = 
|title                     = Anggota [[Konstituante]]
|term                      = 1955–1959
|predecessor               = ''Tidak ada'' (dibentuk)
|successor                 = ''Tidak ada'' (dibubarkan)
|party                     = [[Partai Sosialis Indonesia]]
|religion                  = [[Islam]]<ref name=rmaf/>
|spouse                    = Ratmini Gandasubrata
|children                  = 3 putri:<br />Kamala Chandrakirana<br />Isna Marifa<br />Galuh Wandita
|parents                   = Saleh Mangoendiningrat <small>(ayah)</small><br />Isnadikin <small>(ibu)</small>
|relatives                 = [[Miriam Budiardjo]] <small>(adik perempuan)</small><br />[[Nugroho Wisnumurti]] <small>(adik laki-laki)</small><br />[[Sutan Sjahrir]] <small>(kakak ipar)</small><ref name=ugm/>
}}"
Goenarso,"{{Infobox Officeholder
|name             = {{PAGENAME}}
|image            = Gunarso, Pekan Buku Indonesia 1954, p241.jpg
|imagesize        = 
|caption          = Ir. R. Goenarso
|office     = Presidium Institut Teknologi Bandung
|order      = ke-1
|term_start = 2 Maret 1959
|term_end   = 1 November 1959
|predecessor= [[Universitas Indonesia Bandung|Periode FT & FIPIA UI Bandung]]
|successor  = {{nowrap|Prof. Ir. [[R. O. Kosasih]]}}
|alongside  = [[Soemono]], [[Djoehana Wiradikarta]], [[Soetedjo (akademisi)|Soetedjo]] & [[Soemantri Brodjonegoro]]
|office2     = Wakil Menteri Pendidikan dan Kebudayaan
|president2  = [[Soekarno]]
|primeminister= [[Soetan Sjahrir]]
|order2      = ke-2
|term_start2 = 2 Oktober 1946 
|term_end2   = 3 Juli 1947
|predecessor2= {{nowrap|[[Todung Sutan Gunung Mulia]]}}
|successor2  = [[Prijono]]
|birth_date       = {{birth date|1908|10|22}}
|birth_place      =  [[Ponorogo]], [[Hindia Belanda]]
|death_date       = {{death date and age|1992|3|6|1908|10|22}}
|death_place      = [[Indonesia]]
|nationality      =  [[Indonesia]]
|party            = 
|spouse           = 
|children         = 
|residence        = 
|alma_mater       = Ir. - [[TH Bandung]]
|occupation       = 
|religion         = 
}}"
Soenarjo Kolopaking,"{{Infobox Officeholder
|name               = {{PAGENAME}}
|image              = Prof. Mr. R. Soenario Kolopaking.jpg
|imagesize          = 200px
|caption            = Soenario sebagai dekan Fakultas Ekonomi dan Bisnis Universitas Indonesia dari tahun 1950 sampai 1951.
|office            = Menteri Keuangan Indonesia
|order             = ke-3
|term_start        = 14 November 1945
|term_end          = 5 Desember 1945
|president         = [[Soekarno]]
|lieutenant        = 
|primeminister     = [[Soetan Sjahrir]]    
|predecessor       = [[Alexander Andries Maramis]]
|successor         = [[Surachman Tjokroadisurjo]]
|office3            = 
|order3             = 
|term_start3        = 
|term_end3          = 
|succeeding3        = 
|president3         = 
|predecessor3       = 
|successor3         =
|birth_date         = 1906<ref>{{cite web|p=35|last1=Kusmastuti |first1=Siti Nurchaerani |title=Perkembangan Koreografi di Indonesia: suatu kajian karya tari kontemporer di Pusat Kesenian Jakarta |url=http://lib.ui.ac.id/file?file=digital/2018-1/20453953-D2354-R%20Aj%20Siti%20Nurchaerani%20Kusumastuti.pdf |publisher=[[Universitas Indonesia]] |access-date=26 Oktober 2021 |language=id |date=2016}}</ref>
|birth_place        =
|death_date         = 1972 (usia 65–66)
|death_place        = 
|nationality        = [[Indonesia]]
|party              = 
|spouse             = 
|relations          = 
|children           = 
|alma_mater         = 
|occupation         = 
|profession         = 
|religion           = 
|signature          = 
|website            = 
|footnotes          = 
}}"
Ibnu Sutowo,"{{Infobox Officeholder
| honorific-prefix    = 
| name                = Ibnu Sutowo
| image               = Ibnu Sutowo - Saatnya Saya Bercerita (Sampul Buku).jpg
| honorific-suffix    = 
| imagesize           = 
| caption             = 
| office              = {{nowrap|[[Menteri Energi dan Sumber Daya Mineral Republik Indonesia|Menteri Minyak, dan Gas Bumi Indonesia]] ke-3}}
| order               = 
| term_start          = 28 Maret 1966
| term_end            = 25 Juli 1966
| president           = [[Soekarno]]
| predecessor         = Armunanto
| successor           = [[Slamet Bratanata]]
| office3             = [[Direktur Utama Pertamina]]
| order3              = 
| term_start3         = 9 Oktober 1968
| term_end3           = 3 Maret 1976
| president3          = 
| predecessor3        = ''Tidak diketahui''
| successor3          = Piet Haryono
| office2             = {{nowrap|[[Komando Daerah Militer II/Sriwijaya|Panglima Komando Daerah Militer Sriwijaya]] ke-4}}
| order2              = 
| term_start2         = 5 September 1955
| term_end2           = 2 Juli 1956
| president2          = 
| predecessor2        = Kolonel Inf [[Bambang Utoyo]]
| successor2          = Letkol Inf [[Barlian]]
| office4             = Ketua Umum Palang Merah Indonesia
| order4              = Ke-9
| term_start4         = 1986
| term_end4           = 1992
| president4          = 
| predecessor4        = Soeyoso Soemodimedjo
| successor4          = [[Siti Hardijanti Rukmana]]
| birth_date          = {{birth date|1914|9|23}}
| birth_place         = [[Yogyakarta]], [[Hindia Belanda]]
| death_date          = {{death date and age|2001|1|12|1914|9|23}}
| death_place         = [[Jakarta]], [[Indonesia]]
| party               = 
| spouse              = Zaleha binti Sjafe'ie
| children            = [[Pontjo Sutowo]] dan 6 lainnya
| residence           = 
| alma_mater          = 
| allegiance          = {{flag|Indonesia}}
| serviceyears        = 1946–1976
| rank                = [[Berkas:Pdu letjendtni staf.png|25px]] [[Letnan Jenderal TNI]]
| branch              = [[Berkas:Insignia of the Indonesian Army.svg|25px]] [[TNI Angkatan Darat]]
| unit                = [[Pusat Kesehatan Angkatan Darat|Kesehatan]] (CKM)
| battles             = 
| awards              = 
| laterwork           = 
| profession          = [[Tentara]]<br />[[Dokter]]
| occupation          = 
| religion            = Islam
}}"
Muhammad Dahlan,"{{Infobox Officeholder
|name               = {{PAGENAME}}
|image              = Muhammad Dahlan.jpg
|imagesize          =
|caption            = 
|office             = Menteri Agama Indonesia
|order              = Ke-11
|term_start         = 17 Oktober 1967
|term_end           = 11 September 1971
|president          = [[Soeharto]]
|predecessor        = [[Saifuddin Zuhri|KH. Saifuddin Zuhri]]
|successor          = [[Mukti Ali|Prof.Dr.H.A. Mukti Ali]]
|birth_date         = {{Birth date|1909|6|2|mf=y}}
|birth_place        = [[Pasuruan]], [[Keresidenan Pasuruan]], [[Hindia Belanda]]
|death_date         = {{Death date and age|1977|2|1|1909|6|2|mf=y}}
|death_place        = [[Indonesia]]
|nationality        = [[Indonesia]]
|party              = [[NU]]
|spouse             = 
|relations          = 
|children           = 
|alma_mater         = 
|occupation         = 
|profession         = 
|religion           = [[Islam]]
|signature          = 
|website            = 
|footnotes          = 
}}"
Theo L. Sambuaga,"{{Infobox Officeholder
|honorific-prefix = 
|name = Theo Leo Sambuaga
|image = Theo_sambuaga.jpg
|imagesize =
|caption = 
|office = Daftar Menteri Perumahan Rakyat Indonesia{{!}}Menteri Negara Perumahan Rakyat dan Permukiman 
|order = ke-4
|president = [[Bacharuddin Jusuf Habibie]]
|term_start = 23 Mei 1998
|term_end = 27 September 1999
|predecessor = [[Akbar Tanjung]]<br><small>sebagai Menteri Negara Perumahan Rakyat dan Permukiman</small>
|successor = [[Muhammad Yusuf Asy'ari]]<br><small>sebagai Menteri Negara Perumahan Rakyat (2004)</small>
|office2 = Daftar Menteri Tenaga Kerja dan Transmigrasi Indonesia{{!}}Menteri Tenaga Kerja Indonesia
|order2 = ke-19 
|president2 = [[Soeharto]]
|vicepresident2 = [[Bacharuddin Jusuf Habibie]]
|term_start2 = 14 Maret 1998
|term_end2 = 21 Mei 1998
|predecessor2 = [[Abdul Latief (pengusaha)|Abdul Latief]]
|successor2 = [[Fahmi Idris]]
|birth_name = Theo L. Sambuaga
|birth_date = {{Birth date and age|1949|6|6|mf=y}}
|birth_place = [[Kota Manado|Manado]], [[Sulawesi Utara]], [[Indonesia]]
|death_date = 
|death_place = 
|nationality = [[Indonesia]]
|party = {{Parpolicon|Golkar}}
|spouse = Erna Sambuaga
|relations = [[Soekardi|R. Soekardi]] (mertua)
|children = Eddy Khrisna Patria Sambuaga{{br}}[[Jerry Sambuaga|Jerry Adithya Ksatria Sambuaga]]
|alma_mater = 
|occupation = [[Politikus]]
|profession = 
|cabinet = [[Kabinet Pembangunan VII]]{{br}}[[Kabinet Reformasi Pembangunan]]
|religion = [[Kristen Protestan]]
|signature = 
|website = 
|footnotes = 
}}"
Leonardus Benyamin Moerdani,"{{Infobox Officeholder
| honorific-prefix    = 
| name                = {{PAGENAME}}
| image               = Leonardus Benjamin Moerdani as Commander of the Indonesian National Armed Forces.jpg
| imagesize           = 
| caption             = Foto Resmi Benyamin Moerdani, 1985
| office              = Daftar Menteri Pertahanan Indonesia{{!}}Menteri Pertahanan dan Keamanan
| order               = ke-17
| term_start          = 21 Maret 1988
| term_end            = 17 Maret 1993
| president           = [[Soeharto]]
| predecessor         = [[Poniman]]|
| successor           = [[Edi Sudradjat]]
| office3             = Panglima Tentara Nasional Indonesia{{!}}Panglima Angkatan Bersenjata Republik Indonesia
| order3              = ke-8
| term_start3         = 28 Maret 1983
| term_end3           = 27 Februari 1988
| predecessor3        = [[M. Jusuf]]
| successor3          = [[Try Sutrisno]]
| office2             = Komando Operasi Pemulihan Keamanan dan Ketertiban{{!}}Panglima Komando Operasi Pemulihan Keamanan dan Ketertiban
| order2              = ke-6
| term_start2         = 29 Maret 1983
| term_end2           = 5 September 1988
| predecessor2        = [[Soedomo]]
| successor2          = ''Tidak ada, jabatan dihapuskan''
| birth_date          = {{birth date|1932|10|2}}
| birth_place         = [[Cepu, Blora|Cepu]], [[Blora]], [[Jawa Tengah]], [[Hindia Belanda]]
| death_date          = {{death date and age|2004|8|29|1932|10|2}}
| death_place         = [[Jakarta]], [[Indonesia]]
| party               = 
| spouse              = Hartini Moerdani
| father              = R.G. Moerdani Sosrodirjo
| mother              = Jeanne Roech
| children            = Irene Ria Moerdani
| residence           = 
| alma_mater          = 
| occupation          = 
| allegiance          = {{Flag|Indonesia}}
| serviceyears        = 1952–1988
| rank                = [[File:22-TNI Army-GEN.svg|25px| ]] [[Jenderal]] [[TNI]]
| branch              = [[Berkas:Insignia of the Indonesian Army.svg|25px]] [[TNI Angkatan Darat]]
| servicenumber       = 289461{{sfn|Lembaga Pemilihan Umum|1988|p=753}}
| commands            = 
| unit                = [[Infanteri]] ([[Kopassus]])
| battles             = {{hidden
|''Lihat pertempuran''
|{{tree list}}
*[[Revolusi Nasional Indonesia]]
** [[Serangan Umum 1 Maret 1949|Serangan umum Maret]]
*[[Pemberontakan Darul Islam]]
* [[Permesta|Pemberontakan Permesta]]
*[[Pemerintah Revolusioner Republik Indonesia|Pemberontakan PRRI]]
** Operasi 17 Agustus
* [[Sengketa Irian Barat]]
**[[Operasi Trikora]]
* [[Konfrontasi Indonesia–Malaysia]]
* [[Invasi Indonesia ke Timor Timur]]
*[[Garuda Indonesia Penerbangan 206]]
{{tree list/end}}
|-
|headerstyle=background:#dbdbdb
|style=text-align:center;
}}
| religion            = [[Katolik]]
}}"
Kusumah Atmaja,"{{Infobox judge
| honorific-prefix = [[Yang Mulia]] [[Raden]] [[Meester in de rechten|Mr.]]
| name = Soelaiman Effendi Koesoemah Atmadja
| image = Kusumah Atmaja.jpg
| caption =
| order = ke-1
| office = Ketua Mahkamah Agung Republik Indonesia
| term_start = 19 Agustus 1945
| term_end = 11 Agustus 1952
| appointer = [[Soekarno]]
| predecessor = penjabat pertama
| successor = [[Wirjono Prodjodikoro]]
| birth_date = {{birth date|1898|9|8}}
| birth_place = [[Purwakarta]], [[Hindia Belanda]]
| death_date = {{death date and age|1952|8|11|1898|9|8}}
| death_place = [[Jakarta]], [[Indonesia]]
| nationality = [[Indonesia]]
| spouse =
| party =
| relations =
| children =
| residence =
| alma_mater = [[Universitas Leiden|Leiden]]
| occupation = hakim
| profession =
| signature =
| signature_alt =
| website =
| footnotes =
}}"
