iri,wikiurl,image,summary 
http://127.0.0.1:3333/TeukuRenaldi,https://id.wikipedia.org/wiki/Teuku_Umar,https://upload.wikimedia.org/wikipedia/commons/5/51/COLLECTIE_TROPENMUSEUM_Armband_van_zeewortel_afkomstig_toebehoord_aan_Teuku_Umar_TMnr_687-5.jpg,"Teuku Umar (Meulaboh, 1854 - Meulaboh, 11 Februari 1899) seorang pahlawan asal Aceh yang berjuang dengan cara berpura-pura bekerja sama dengan Belanda dan terkenal akan strategi perang gerilyanya. Ia melawan Belanda ketika telah mengumpulkan senjata dan uang yang cukup banyak.


== Masa Muda ==

Teuku Umar yang dilahirkan di Meulaboh Aceh Barat pada tahun 1854, adalah anak seorang Uleebalang bernama Teuku Achmad Mahmud dari perkawinan dengan adik perempuan Raja Meulaboh. Umar mempunyai dua orang saudara perempuan dan tiga saudara laki-laki.
Nenek moyang Umar adalah Datuk Makhudum Sati berasal dari Minangkabau."
http://127.0.0.1:3333/MutassimKhadafi,https://id.wikipedia.org/wiki/Muammar_Khadafi,https://upload.wikimedia.org/wikipedia/commons/2/2c/13th_anniversary_of_the_Revolution.jpg,"Muammar Muhammad Abu Minyar Khadafi atau Gaddafi (bahasa Arab: معمر القذافي, translit. Muʿammar al-Qaḏḏāfī) adalah seorang tokoh revolusi dan politikus asal Libya. Ia berkuasa di Libya sebagai Kepala Revolusioner Republik Arab Libya dari tahun 1969 hingga 1977, dan kemudian sebagai ""Pemimpin dan Penuntun Revolusi"" Jamahiriyah Arab Libya dari tahun 1977 hingga 2011. Ia awalnya memperjuangkan nasionalisme dan sosialisme Arab, tetapi kemudian mengikuti ideologinya sendiri yang disebut Teori Internasional Ketiga.
Ia dilahirkan di Surt pada masa penjajahan Italia dalam keluarga Badawi yang miskin."
http://127.0.0.1:3333/SriSulaksmiDamayanti,https://id.wikipedia.org/wiki/Daoed_Joesoef,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Dr. Daoed Joesoef, S.E. (8 Agustus 1926 – 23 Januari 2018) adalah Menteri Pendidikan dan Kebudayaan Indonesia dari 1978 sampai 1983 dalam Kabinet Pembangunan III. Ia dilahirkan dari pasangan Moehammad Joesoef dan Siti Jasiah asal Jeron Beteng, Yogyakarta. Dia menikah dengan Sri Sulastri dan dikaruniai seorang anak, Sri Sulaksmi Damayanti.
Daoed memperoleh gelar sarjana ekonomi dari Fakultas Ekonomi Universitas Indonesia (1959). Setelah itu ia meneruskan studinya ke Sorbonne, Prancis dan meraih dua gelar doktor, yakni Ilmu Keuangan Internasional dan Hubungan Internasional (1967) serta Ilmu Ekonomi (1973)."
http://127.0.0.1:3333/NinukMardianaPambudy,https://id.wikipedia.org/wiki/Samuel_Mulia,,"Samuel Mulia (16 Januari 1963 – 25 Juni 2022) adalah seorang penulis, konsultan merek, dan perancang busana asal Indonesia. Samuel dikenal sebagai penulis bidang gaya hidup di surat kabar dan majalah. Ia merupakan kolumnis pada rubrik ""Parodi"" di harian Kompas edisi Minggu selama hampir 17 tahun dari 2005 hingga ia meninggal pada 2022."
http://127.0.0.1:3333/ShafaSabilaFadliZara,https://id.wikipedia.org/wiki/Fadli_Zon,https://upload.wikimedia.org/wikipedia/commons/1/1c/23%C2%BA_Foro_Parlamentario_Asia_Pac%C3%ADfico_-_Fadli_Zon_%28INDONESIA%29_%2816079511930%29.jpg,"Dr. H. Fadli Zon, S.S., M.Sc., gelar Datuak Bijo Dirajo Nan Kuniang (lahir 1 Juni 1971) adalah seorang politikus dan mantan aktivis Indonesia yang pernah menjabat sebagai Wakil Ketua Dewan Perwakilan Rakyat Republik Indonesia periode 2014–2019. Bersama Prabowo Subianto, ia ikut mendirikan Partai Gerakan Indonesia Raya (Gerindra) dan menjabat sebagai Wakil Ketua Umum. Sejak 8 Oktober 2015 hingga 2019, ia juga dipercaya sebagai Presiden Organisasi Parlemen Antikorupsi Se-Dunia.

Fadli Zon lahir di Jakarta, dan merupakan putra pertama dari tiga bersaudara pasangan Zon Harjo dan Ellyda Yatim."
http://127.0.0.1:3333/RagowoHediprasetyoDjojohadikoesoemo,https://id.wikipedia.org/wiki/Titiek_Soeharto,https://upload.wikimedia.org/wikipedia/commons/2/2a/Arrow_right_pictogram_01.png,"Siti Hediati Hariyadi, S.E. (lahir 14 April 1959), lebih dikenal dengan nama Titiek Soeharto adalah politisi berkebangsaan Indonesia. Ia merupakan putri dari Presiden ke-2 Republik Indonesia, Soeharto. Pada 2012, Titiek memutuskan untuk aktif berpolitik sebagai kader Partai Golongan Karya. Saat itu, ia menjabat sebagai Ketua Bidang Pertanian dan Nelayan DPP Partai Golkar sampai 2014. Kiprahnya di politik mendorongnya untuk ikut serta dalam Pemilu Legislatif 2014 dan berhasil memperoleh kursi dapil Daerah Istimewa Yogyakarta."
http://127.0.0.1:3333/AyuGembirowati,https://id.wikipedia.org/wiki/Haryati,https://upload.wikimedia.org/wikipedia/commons/1/10/Indonesia_politic_personality_icon.svg,"Haryati (lahir 24 Agustus 1940) adalah istri keenam Soekarno, presiden pertama Republik Indonesia. Sebelum menikah dengan Soekarno, Haryati adalah mantan penari istana sekaligus Staf Sekretaris Negara Bidang Kesenian.
Soekarno dan Haryati akhirnya menikah pada tanggal 21 Mei 1963. Namun pada tahun 1966, Haryati diceraikan. Soekarno beralasan sudah tidak cocok."
http://127.0.0.1:3333/SriWulandari,https://id.wikipedia.org/wiki/Wulan_Guritno,https://upload.wikimedia.org/wikipedia/commons/c/cc/IMDb_Logo_Square.svg,"Sri Wulandari Lorraine Joko Guritno (lahir 14 April 1981) adalah pemeran, model, presenter, pengusaha, dan produser Indonesia keturunan Jawa dan Inggris. Ia telah menerima banyak penghargaan, termasuk nominasi untuk empat Piala Citra Festival Film Indonesia, tiga di antaranya sebagai Pemeran Pendukung Wanita Terbaik.


== Kehidupan pribadi ==
Pada usia 13 tahun, ia sudah berpacaran dengan Attila Arius Syach, yang merupakan adik dari aktor Atalarik Syach dan Teddy Syach, serta kakak dari Attar Syach. Orang tuanya memutuskan untuk menikahkan mereka ketika Wulan pada 1998. Wulan melahirkan putri pertamanya, Shalom Razade, pada tanggal 24 Juni di tahun yang sama."
http://127.0.0.1:3333/ErlanggaSuryadarma,https://id.wikipedia.org/wiki/Soerjadi_Soerjadarma,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Marsekal TNI (Purn.) Elang Soerjadi Soerjadarma (6 Desember 1912 – 16 Agustus 1975) adalah Panglima Angkatan Bersenjata Republik Indonesia dari 1959 hingga 1962 dan Kepala Staf TNI Angkatan Udara dari 1946 hingga 1962.
Pada 1 September 1945 ia ditugaskan membentuk AURI oleh Presiden Soekarno dan diangkat sebagai KASAU (pertama) pada 9 April 1946. Pada 18 Februari 1960, selain sebagai KASAU, jabatannnya ditingkatkan sebagai Menteri/Kastaf AURI.
Elang Suryadi Suryadarma sebagai pendiri dan Bapak AURI – tidak hanya berperan dalam mengembangkan dunia dirgantara pada bidang kemiliteran, tetapi juga sebagai pelopor pada penerbangan komersial. Tidaklah berlebihan kalau dikatakan, Suryadarma telah menjadikan dirgantara sebagai bagian dari hidupnya.


== Biografi ==


=== Kehidupan Awal ===

Terlahir dengan nama Elang Soeriadi Soeriadarma, Ia adalah anak dari Raden Suryaka Suryadarma yang bekerja pegawai bank di Banyuwangi."
http://127.0.0.1:3333/IkarFatahillah,https://id.wikipedia.org/wiki/A.M._Fatwa,https://upload.wikimedia.org/wikipedia/commons/8/8c/AM_Fatwa.jpg,"Kapten KKO (Purn.) Dr. (H.C.) Drs. H. Andi Mappetahang Fatwa atau A. M. Fatwa (12 Februari 1939 – 14 Desember 2017) adalah seorang senator, politikus, aktivis, birokrat, dan perwira militer Indonesia yang menjabat sebagai anggota Dewan Perwakilan Daerah Republik Indonesia dari Provinsi DKI Jakarta sejak 2009 hingga kematiannya pada 2017. Sebelumnya, ia pernah menjabat Anggota DPR-RI/Wakil Ketua MPR-RI periode 2004–2009 dan Wakil Ketua DPR-RI 1999–2004. Ia meninggal karena penyakit kanker hati pada tanggal 14 Desember 2017 pukul 06.00 WIB pagi di Rumah Sakit MMC, Jakarta."
http://127.0.0.1:3333/AllaKhairi,https://id.wikipedia.org/wiki/Hidayat_Nur_Wahid,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Dr. H. Muhammad Hidayat Nur Wahid, Lc., M.A. (lahir 8 April 1960) adalah seorang politikus Indonesia dan Wakil Ketua Majelis Permusyawaratan Rakyat Republik Indonesia (MPR RI) periode 2014–2019 dan 2019–2024. Ia sebelumnya merupakan Ketua MPR RI yang ke-11, menjabat dari Oktober 2004 hingga Oktober 2009, dan duduk di Dewan Perwakilan Rakyat Republik Indonesia dari tahun 2004 hingga kini. Ia juga merupakan salah satu deklarator dan presiden kedua Partai Keadilan Sejahtera.

Lahir dari lingkungan keluarga Muslim yang taat di Jawa Tengah, ia belajar di Pondok Modern Darussalam Gontor dan kuliah di UIN Sunan Kalijaga, Yogyakarta sebelum menempuh studi magister dan doktor di Universitas Islam Madinah."
http://127.0.0.1:3333/EvacSMintaredja,https://id.wikipedia.org/wiki/Mohammad_Syafa%27at_Mintaredja,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"H. Mohammad Syafaat Mintaredja, S.H.
(17 Februari 1921 – 20 Oktober 1984) adalah seorang politisi dan pejabat pemerintahan yang berkiprah terutama pada masa Orde Baru yang berasal dari Bogor. Ia pernah menjabat sebagai Menteri Negara Penyelenggaraan Hubungan antara Lembaga Tinggi Negara dan Menteri Sosial pada Kabinet Pembangunan I dan II, serta Duta Besar Indonesia di Turki pada masa pemerintahan Presiden Suharto. Ia juga pernah menjadi pimpinan partai politik Partai Muslimin Indonesia (Parmusi) dan Partai Persatuan Pembangunan serta tergabung dalam beberapa organisasi diantaranya Himpunan Mahasiswa Islam (HMI) dan Muhammadiyah.
Lahir dari keluarga Muhammadiyah di Bogor, ia kuliah di Fakultas Hukum Universitas Gadjah Mada, di Yogyakarta, dan Fakultas Hukum Universitas Leiden, Belanda.
Ia memperoleh gelar sarjana hukum di Fakultas Hukum Universitas Indonesia."
http://127.0.0.1:3333/LuckyAliMoerfiqin,https://id.wikipedia.org/wiki/Ali_Moertopo,https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg,"Letnan Jenderal TNI (Purn.) Ali Moertopo, atau sering pula dieja Ali Murtopo (23 September 1924 – 15 Mei 1984), adalah pemikir, tokoh intelijen, dan politikus yang berperan penting terutama pada masa Orde Baru di Indonesia. Ia pernah menjabat sebagai Asisten Pribadi Soeharto, Kepala Operasi Khusus, Menteri Penerangan Indonesia (1978 – 1983) serta Deputi Kepala (1969 – 1974) dan Wakil Kepala (1974 – 1978) Badan Koordinasi Intelijen Negara. Orang tuanya berasal dari Kebumen dan Pekalongan yang kemudian sempat berpindah ke Blora, selanjutnya berdagang hingga menetap di sana.


== Kehidupan Pribadi ==
Ali Moertopo lahir dari pasangan Raden Sutikno Kartoprawiro dan Soekati. Tanggal dan tempat lahir Ali Moertopo sebetulnya bukan 23 September 1924, pada tahun 1964 ketika akan membuat paspor ia memerintahkan anak buahnya Mayor."
http://127.0.0.1:3333/BarotoJokoNugroho,https://id.wikipedia.org/wiki/Moerdiono,https://upload.wikimedia.org/wikipedia/commons/a/a7/AUT_Honour_for_Services_to_the_Republic_of_Austria_-_5th_Class_BAR.svg,"Letnan Jenderal TNI (Purn.) Moerdiono (19 Agustus 1934 – 7 Oktober 2011) adalah mantan Menteri Sekretaris Negara Indonesia, menjabat selama dua periode: Kabinet Pembangunan V (1988–1993) dan Kabinet Pembangunan VI (1993–1998). Sejak awal ia meniti kariernya di sekretaris negara. Ia dikenal dekat dengan Soedharmono.
Ia meninggal di Rumah Sakit Gleneagles, Singapura pada tanggal 7 Oktober 2011.


== Karier ==
Moediono adalah lulusan Akademi Pemerintahan Dalam Negeri (APDN) Malang (1957) dan Lembaga Administrasi Negara (1967) dan mulai berkarier pada masa Orde Baru."
http://127.0.0.1:3333/RatnaJuami,https://id.wikipedia.org/wiki/Makam_Ibu_Amsi,https://upload.wikimedia.org/wikipedia/commons/6/6c/Wiki_letter_w.svg,"Makam Ibu Amsi adalah makam atau kuburan mertuanya Bung Karno Presiden pertama Republik Indonesia. Ibu Amsi adalah ibunda dari Inggit Garnasih istri Bung Karno yang kedua  yang turut serta bersama Bung Karno, Inggit Garnasih dan anak angkatnya Ratna Juami serta pembantunya Muhasan dan Karmini ke tanah pengasingan Bung Karno di Ende.
Ibu Amsi meninggal dunia  di Ende pada tanggal 12 Oktober 1935 akibat penyakit malaria yang dideritanya. Bung Karno sangat terpukul akibat meninggalnya Ibu Amsi saat itu. Bung Karno sendiri yang mengangkat sendiri jenazah mertuanya tersebut ke tanah peristirahaan terakhir, turun ke liang lahat, meletakan jenazah ke liang lahat.Dan dengan tangannya sendiri Bung Karno memahat batu karang untuk dijadikan batu nisan mertuanya dengan tulisan Iboe Amsi."
http://127.0.0.1:3333/IndraIdris,https://id.wikipedia.org/wiki/Kemal_Idris,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,"Letjen TNI (Purn.) Ahmad Kemal Idris (10 Februari 1923 – 28 Juli 2010) adalah seorang tokoh militer Indonesia. Ia menjabat sebagai Pangkostrad pada tahun 1967. Kemal juga dikenal sebagai salah seorang penandatangan Petisi 50. dan perwira yang mengarahkan moncong meriam ke arah Istana Negara dalam peristiwa 17 Oktober 1952. Saat itu Kemal berpangkat Mayor dan menjabat sebagai Komandan Resimen ke-7 Divisi Siliwangi, atas perintah KSAD Kolonel Abdul Haris Nasution."
http://127.0.0.1:3333/MuhammadHaikalBawazier,https://id.wikipedia.org/wiki/Fuad_Bawazier,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Dr. Fuad Bawazier (lahir 22 Agustus 1949) adalah Menteri Keuangan Indonesia pada Kabinet Pembangunan VII. Ia pernah menjadi aktivis Pelajar Islam Indonesia (PII) dan Himpunan Mahasiswa Islam (HMI) serta pernah dicalonkan menjadi Ketua Umum Partai Amanat Nasional. Sebelum menjabat sebagai menteri keuangan, ia menjabat Dirjen Pajak."
http://127.0.0.1:3333/AbdulHarielNasution,https://id.wikipedia.org/wiki/Kaharuddin_Nasution,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Letnan Jenderal TNI (Purn.) Kaharuddin Nasution 23 Juli 1925 – 25 September 1990) adalah tokoh politik dan militer Indonesia. Ia pernah menjabat sebagai Gubernur Sumatera Utara periode 1983–1988 yang terpilih menggantikan EWP Tambunan. Sebelum menjabat sebagai Gubernur Sumatera Utara, ia juga pernah menjabat sebagai Gubernur Riau dan Duta Besar Indonesia untuk Korea Selatan. Namanya diabadikan menjadi nama stadion di Pekanbaru, Riau.


== Karier ==
Militer
Komandan Kompi Batalyon Nasuhi (1945–1948)
Komandan Batalyon 303/Setya Perlaya Siliwangi (1948–1953)
Direktur Battle Training Camp I (1952-1953)
Komandan Batalyon Basis I (1953-1956)
Komandan RPKAD (1956–1958)
Komandan Komando Resor Militer Wirabima (1960)
Panglima Komando Daerah Militer XIII/Merdeka (1967–1971)
Inspektur Jenderal TNI Angkatan Darat (1971–1973)
Pemerintahan
Gubernur Provinsi Riau (1960–1966)
Ketua Dewan Perwakilan Rakyat Provinsi Riau (1962–1967)
Anggota Majelis Permusyawaratan Rakyat Sementara Golongan Daerah (1962–1967)
Pimpinan Universitas Islam Riau (1962–1965)
Ketua Dewan Rektor Universitas Negeri Riau (1963–1967)
Inspektur Jenderal Departemen Penerangan RI (1973–1982)
Gubernur Provinsi Sumatera Utara (1983–1988)


== Penghargaan ==
Gelar Kehormatan Veteran Pejuang Kemerdekaan RI, 1981 oleh Menteri Pertahanan Keamanan Republik Indonesia


== Wafat ==
Kaharuddin Nasution wafat pada tanggal 25 September 1990 dan dimakamkan di Taman Makam Nasional Utama Kalibata, Jakarta Selatan."
http://127.0.0.1:3333/KrisnawatiPurwaningrum,https://id.wikipedia.org/wiki/Wismoyo_Arismunandar,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Jenderal TNI (Purn.) Wismoyo Arismunandar (10 Februari 1940 – 28 Januari 2021) adalah purnawirawan perwira tinggi TNI AD yang pernah menjabat sebagai Kepala Staf TNI Angkatan Darat pada tahun 1993 sampai 1995 dan Pangkostrad periode 1990 sampai dengan 1993. Ia merupakan lulusan Akademi Militer Nasional tahun 1963. Wismoyo merupakan anak dari pasangan Sri Wurjan dan Arismunandar.
Setelah pensiun, ia dikenal sebagai Ketua Komite Olahraga Nasional Indonesia (KONI) yang mengantarkan Indonesia menjadi Juara Umum SEA Games 1997 di Jakarta.


== Latar Belakang ==
Wismoyo Arismunandar Lahir di Bondowoso pada tanggal 10 Februari 1940 putra bungsu dari enam bersaudara pasangan R. Arismunandar dan Ny."
http://127.0.0.1:3333/RennyYosnitaAriyanti,https://id.wikipedia.org/wiki/Sutiyoso,https://upload.wikimedia.org/wikipedia/commons/f/f5/21-TNI_Army-LG.svg,"Letnan Jenderal TNI (Purn.) H. Sutiyoso, S.H. (lahir 6 Desember 1944), populer dengan nama Bang Yos, adalah seorang politikus dan tokoh militer asal Indonesia. Ia pernah menjabat sebagai Gubernur Daerah Khusus Ibukota Jakarta selama dua periode, dimulai pada 1997 sampai 2007 dan menyerahkan tumpuk kekuasaan kepada Fauzi Bowo yang berhasil memenangkan Pilgub DKI Jakarta pada tahun 2007. Kebijakannya yang terkenal selama menjabat gubernur adalah pengadaan sistem pengangkutan massal bernama Transjakarta.
Setelah purna tugas dari jabatan gubernur, Sutiyoso mendeklarasikan diri sebagai calon Presiden Indonesia pada 1 Oktober 2007. Pada saat itu, partai politik pengusungnya adalah Partai Indonesia Sejahtera, Partai Nasional Indonesia Marhaenisme, dan Partai Pengusaha dan Pekerja Indonesia."
http://127.0.0.1:3333/ThariqKemal,https://id.wikipedia.org/wiki/B._J._Habibie,https://upload.wikimedia.org/wikipedia/commons/1/14/AUT_Honour_for_Services_to_the_Republic_of_Austria_-_6th_Class_BAR.svg,"Prof. Dr.-Ing. Ir. H. Bacharuddin Jusuf Habibie, FREng. (25 Juni 1936 – 11 September 2019) adalah Presiden Republik Indonesia yang ketiga."
http://127.0.0.1:3333/PuteriModiyanti,https://id.wikipedia.org/wiki/Puteri_Indonesia,https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_Aceh%2C_Indonesia.svg,"Puteri Indonesia (bahasa Jawa:  ꦥꦸꦠꦿꦶ​ꦆꦤ꧀ꦢꦺꦴꦤꦺꦱꦶꦪ) adalah acara televisi–kontes kecantikan di Indonesia yang diselenggarakan sejak 1992 oleh Yayasan Puteri Indonesia. Kontes ini memilih pemenang untuk mewakili Indonesia pada salah satu Empat Besar kontes kecantikan utama, yaitu Miss International. Kontes ini juga memilih perwakilan untuk Miss Supranational, Miss Charm dan Miss Cosmo. Puteri Indonesia secara tradisional diadakan pada bulan Maret, bersamaan dengan perayaan Hari Perempuan Internasional.
Pemegang gelar terkini adalah Harashta Haifa Zahra dari Jawa Barat yang dinobatkan sebagai Puteri Indonesia 2024 pada tanggal 8 Maret 2024 di Jakarta Convention Center, Jakarta, Indonesia."
http://127.0.0.1:3333/DoddyKatamsi,https://id.wikipedia.org/wiki/Amoroso_Katamsi,https://upload.wikimedia.org/wikipedia/commons/6/63/Amoroso_Katamsi.jpg,"Laksamana Pertama TNI (Purn.) dr. H. Amoroso Katamsi, Sp.KJ, M.M (21 Oktober 1940 – 17 April 2018) adalah seorang pemeran berkebangsaan Indonesia. Ia dikenal lewat film Penumpasan Pengkhianatan G 30 S PKI yang dibuat pada tahun 1984 yang disutradarai oleh Arifin C. Noer dan melalui film Djakarta 1966 didukung oleh Umar Kayam dengan sutradara yang sama. Ia juga pernah menjadi ketua PARFI. Amoroso Katamsi adalah suami dari penyanyi seriosa Indonesia, Pranawengrum Katamsi serta ayah dari Aning Katamsi yang juga penyanyi seriosa, dan Doddy Katamsi, vokalis band rock Elpamas.
Amoroso menghembuskan napas terakhirnya pada Selasa, 17 April 2018 pukul 01.40 WIB di RSAL Dr."
http://127.0.0.1:3333/RetnoCahyaningtyas,https://id.wikipedia.org/wiki/Sarwo_Edhie_Wibowo,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Letnan Jenderal TNI (Purn.) Sarwo Edhie Wibowo (25 Juli 1925 – 9 November 1989) adalah seorang tokoh militer Indonesia. Ia adalah ayah dari Kristiani Herrawati, ibu negara Republik Indonesia, yang merupakan istri dari Presiden ke-6 Republik Indonesia, Susilo Bambang Yudhoyono. Ia juga ayah dari mantan KSAD, Pramono Edhie Wibowo. Ia memiliki peran yang sangat besar dalam penumpasan Pemberontakan Gerakan 30 September dalam posisinya sebagai panglima RPKAD (atau disebut Kopassus pada saat ini). Selain itu ia pernah menjabat juga sebagai Ketua BP-7 Pusat, Duta besar Indonesia untuk Korea Selatan serta menjadi Gubernur AKABRI.


== Awal kehidupan ==
Ia lahir pada tanggal 25 Juli 1927 di Desa Pangenjuru, Purworejo dari Pasangan Raden Kartowilogo dan Raden Ayu Sutini berasal dari keluarga PNS bekerja untuk Pemerintah Kolonial Belanda."
http://127.0.0.1:3333/AndiFitriIndrayani,https://id.wikipedia.org/wiki/Partai_Gerakan_Indonesia_Raya,https://upload.wikimedia.org/wikipedia/commons/b/b0/Increase2.svg,"Partai Gerakan Indonesia Raya (Gerindra) adalah sebuah partai politik di Indonesia berideologi populisme sayap kanan dan nasionalis. Dibentuk pada tahun 2008, Gerindra berfungsi sebagai kendaraan politik mantan jenderal ABRI Prabowo Subianto. Saat ini, Gerindra adalah partai ketiga terbesar di DPR berdasarkan hasil perolehan suara dalam pemilu legislatif 2019 dengan 78 kursi. Partai Gerakan Indonesia Raya juga berpartisipasi dalam pemilihan kepala daerah di Indonesia.
Pada kurun waktu 2008 hingga 2019, Gerindra memosisikan diri sebagai partai oposisi."
http://127.0.0.1:3333/AntarYumaTulisaWiranatakusumah,https://id.wikipedia.org/wiki/Wiranatakusumah_V,https://upload.wikimedia.org/wikipedia/commons/0/02/Arrow_left_pictogram.png,"Rd. Aria Adipati Wiranatakoesoema V (Sunda: ᮛᮓᮔᮦ᮪ ᮃᮛᮤᮃ ᮃᮓᮤᮕᮒᮤ ᮝᮤᮛᮔᮒᮊᮥᮞᮥᮙ |᮵|, Latin: Radén Aria Adipati Wiranatakusuma ke-5) (28 November 1888 – 22 Januari 1965), sering dieja dengan Aria Wiranatakusuma, adalah Menteri Dalam Negeri Republik Indonesia yang pertama. Lahir di Bandung sebagai keturunan bangsawan, Wiranatakoesoemah mendapat pendidikan di ELS, OSVIA, dan HBS. Sewaktu pembentukan Republik Indonesia Serikat, ia pernah menjabat sebagai Wali atau Presiden Negara Pasundan, salah satu negara federal RIS. selain itu ia juga merupakan Bupati Bandung Periode 1920 - 1931 dan Periode 1935 - 1945 dan Pada tahun 1945 ia diangkat menjadi Menteri Dalam Negeri Republik Indonesia setelah itu ia diangkat menjadi Ketua Dewan Pertimbangan Agung dari tahun 1945 sampai 1948, sebelum akhirnya menjadi Presiden Negara Pasundan.


== Biografi ==

Raden Tumenggung Wiranatakusumah V atau Dalem Haji adalah putra tunggal dari Raden Adipati Kusumadilaga (Bupati Bandung Periode 1874 - 1893) dilahirkan pada tanggal 23 November 1888 ditinggal ayahnya pada usia 5 tahun. Nama kecilnya adalah Muharam."
http://127.0.0.1:3333/RatnaKatamsi,https://id.wikipedia.org/wiki/Amoroso_Katamsi,https://upload.wikimedia.org/wikipedia/commons/6/63/Amoroso_Katamsi.jpg,"Laksamana Pertama TNI (Purn.) dr. H. Amoroso Katamsi, Sp.KJ, M.M (21 Oktober 1940 – 17 April 2018) adalah seorang pemeran berkebangsaan Indonesia. Ia dikenal lewat film Penumpasan Pengkhianatan G 30 S PKI yang dibuat pada tahun 1984 yang disutradarai oleh Arifin C. Noer dan melalui film Djakarta 1966 didukung oleh Umar Kayam dengan sutradara yang sama. Ia juga pernah menjadi ketua PARFI. Amoroso Katamsi adalah suami dari penyanyi seriosa Indonesia, Pranawengrum Katamsi serta ayah dari Aning Katamsi yang juga penyanyi seriosa, dan Doddy Katamsi, vokalis band rock Elpamas.
Amoroso menghembuskan napas terakhirnya pada Selasa, 17 April 2018 pukul 01.40 WIB di RSAL Dr."
http://127.0.0.1:3333/YusufTanjung,https://id.wikipedia.org/wiki/Feisal_Tanjung,https://upload.wikimedia.org/wikipedia/commons/5/55/22-TNI_Army-GEN.svg,"Jenderal TNI (Purn.) Feisal Edno Tanjung (17 Juni 1939 – 18 Februari 2013), adalah seorang tokoh militer Indonesia. Feisal adalah alumni dari Akademi Militer Nasional Angkatan 1961. Seorang perwira yang memiliki pengalaman di bidang tempur, teritorial dan pendidikan. Awal kariernya banyak dihabiskan di pasukan khusus; Grup Sandhi Yudha RPKAD (sekarang Kopassus) dan kemudian di Brigade Infanteri Lintas Udara 17 Kostrad.


== Latar belakang ==
Putra ke-5 dari 10 bersaudara dari pasangan Amin Husin Abdul Mun’im Tanjung, seorang tokoh Muhammadiyah di Tapanuli Utara dan Siti Rawani Hutagalung."
http://127.0.0.1:3333/MiraSalim,https://id.wikipedia.org/wiki/Anthony_Salim,https://upload.wikimedia.org/wikipedia/commons/a/a1/2017-fr.wp-orange-source.svg,"Anthony Salim (lahir 25 Oktober 1949 dengan nama Liem Hong Sien atau Liem Fung Seng, Hanzi: 林逢生) adalah seorang pengusaha Indonesia. Dia merupakan putra dari pengusaha Sudono Salim.


== Latar belakang pribadi ==
Anthoni lahir di Kudus, Jawa Tengah, tempat ayahnya Liem Sioe Liong (Soedono Salim) merintis usahanya setelah menetap di Indonesia sejak 1938. Nama Tionghoa-nya adalah Liem Fung Seng (dapat diartikan sebagai ""menemui hidup yang baru""), suatu nama yang diberikan Liem sebagai rasa syukur setelah ia hampir terbunuh akibat kecelakaan angkot saat dalam perjalanan dari Kudus ke Semarang di tahun 1949. Menurut penulis biografi Liem, Richard Borsuk dan Nancy Chng, Anthoni memiliki karakter yang hiperaktif dan gemar bermain di masa kecilnya, sampai-sampai pernah membuat rumah keluarganya hampir terbakar."
http://127.0.0.1:3333/KrisnaMurthy,https://id.wikipedia.org/wiki/Musannif_Ryacudu,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg,"Mayor Jenderal TNI (Purn.) Musannif Ryacudu (28 Februari 1924 – 6 Maret 1987) adalah seorang perwira tinggi TNI-AD merupakan seorang pejuang yang berasal dari Lampung. ia juga ayah dari Menteri Pertahanan Kabinet Kerja, Jenderal TNI (Purn.) Ryamizard Ryacudu.
Musannif Ryacudu tutup usia pada tahun 1987. Ia dimakamkan di Taman Makam Pahlawan Kalibata, Jakarta pada usia 63 Tahun.


== Pendidikan Umum ==
HIS 1951-l938
MULO 1938-1941
SMA 1956-1962
Fak."
